student_id,gender,level,repeated,status,study_path,scholar_year,bac_id,bac_year,bac_path,bac_feedback,bac_avg
14011499274,M,2.0,False,Admis,MGI,2016.0,00/805838,2000.0,TM,Passable,10.09
14011097290,M,2.0,False,Admis,MGI,2016.0,10/8008081,2010.0,S,Passable,11.38
14011298615,F,2.0,False,Admis,MGI,2016.0,12/8009832,2012.0,S,A.Bien,12.13
14011399247,F,2.0,True,Admis,MGI,2016.0,01/802313,2001.0,TM,A.Bien,13.12
14011399251,F,2.0,True,Admis,MGI,2016.0,02/801899,2002.00,TM,Passable,10.06
14011298617,F,2.0,False,Ajourne,MGI,2016.0,12/8009767,2012.0,S,Passable,10.22
14011097102,F,2.0,False,Admis,MGI,2016.0,10/8019853,2010.0,S,Passable,10.62
14011298622,F,2.0,False,Admis,MGI,2016.0,12/8009432,2012.0,M,Passable,11.07
14011499272,M,2.0,False,Admis,MGI,2016.0,01/802588,2001.0,TM,A.Bien,12.36
14011298627,M,2.0,False,Admis,MGI,2016.0,12/8009115,2012.0,S,Passable,10.85
14011097300,M,2.0,False,Admis,MGI,2016.0,10/8008442,2010.0,S,A.Bien,13.3
14010796647,M,2.0,True,Ajourne,MGI,2016.0,07/8028687,2007.0,S,Passable,10.31
14011499270,M,2.0,False,Admis,MGI,2016.0,02/803555,2002.0,TM,Passable,10.85
14011097496,M,2.0,False,Ajourne,MGI,2016.0,10/8051778,2010.0,S,A.Bien,12.55
14011097152,M,2.0,False,Admis,MGI,2016.0,10/8019940,2010.0,S,A.Bien,12.21
14011298636,F,2.0,False,Admis,MGI,2016.0,12/8009446,2012.0,S,Passable,11.43
14011298637,F,2.0,False,Admis,MGI,2016.0,12/8008721,2012.0,S,A.Bien,13.54
14011499276,M,2.0,False,Ajourne,MGI,2016.0,04/8003785,2004.0,S,Passable,10.07
14011299188,M,2.0,False,Admis,MGI,2016.0,12/8017037,2012.0,TM,Passable,11.67
14011298645,M,2.0,False,Admis,MGI,2016.0,12/8009474,2012.0,M,Passable,10.36
14011097177,M,2.0,False,Admis,MGI,2016.0,10/8008589,2010.0,S,Passable,11.37
14011499286,M,2.0,False,Admis,MGI,2016.0,02/803459,2002.0,S,Passable,10.3
14011298662,F,2.0,False,Admis,MGI,2016.0,12/8009479,2012.0,S,Passable,10.69
14011298667,M,2.0,False,Admis,MGI,2016.0,12/8008502,2012.0,S,A.Bien,12.45
14011298668,F,2.0,False,Admis,MGI,2016.0,12/8009489,2012.0,S,Passable,10.6
14011298670,M,2.0,False,Admis,MGI,2016.0,12/8009490,2012.0,S,Passable,11.26
14011298672,M,2.0,False,Admis,MGI,2016.0,12/8008939,2012.0,S,A.Bien,12.94
14011298682,M,2.0,False,Admis,MGI,2016.0,12/8057209,2012.0,S,A.Bien,13.64
14011298686,M,2.0,False,Admis,MGI,2016.0,12/8008427,2012.0,S,A.Bien,13.95
14011298687,M,2.0,False,Admis,MGI,2016.0,12/8009423,2012.0,S,Passable,10.55
14011298688,M,2.0,False,Admis,MGI,2016.0,12/8009589,2012.0,S,A.Bien,12.82
14011298696,F,2.0,False,Admis,MGI,2016.0,12/8054131,2012.0,S,A.Bien,13.42
14011298705,F,2.0,False,Ajourne,MGI,2016.0,12/8009444,2012.0,S,A.Bien,13.02
14011298706,M,2.0,False,Admis,MGI,2016.0,12/8009458,2012.0,S,Passable,10.19
14011298710,M,2.0,False,Admis,MGI,2016.0,12/8009448,2012.0,S,Passable,10.18
14011298711,F,2.0,False,Admis,MGI,2016.0,12/8009644,2012.0,S,A.Bien,13.04
14011298736,F,2.0,False,Admis,MGI,2016.0,12/8053705,2012.0,S,Bien,14.06
14011097478,F,2.0,False,Admis,MGI,2016.0,10/8008689,2010.0,S,A.Bien,12.42
14011097544,M,2.0,False,Ajourne,MGI,2016.0,10/8008651,2010.0,S,A.Bien,13.71
14011298895,F,2.0,False,Admis,MGI,2016.0,12/8008943,2012.0,S,A.Bien,13.09
14011298919,F,2.0,False,Admis,MGI,2016.0,12/8016856,2012.0,S,Bien,14.05
14011298925,M,2.0,False,Admis,MGI,2016.0,12/8057126,2012.0,S,A.Bien,12.57
14011298927,F,2.0,False,Ajourne,MGI,2016.0,12/8016867,2012.0,S,A.Bien,12.7
14011298935,F,2.0,False,Admis,MGI,2016.0,12/8011188,2012.0,M,A.Bien,12.82
14011298818,M,2.0,False,Admis,MGI,2016.0,12/8009752,2012.0,S,A.Bien,12.48
14011298823,M,2.0,False,Admis,MGI,2016.0,12/8053908,2012.0,S,Bien,14.46
14011298838,F,2.0,False,Admis,MGI,2016.0,12/8016866,2012.0,S,A.Bien,13.4
14011298846,F,2.0,False,Admis,MGI,2016.0,12/11906,2012.0,S,Bien,15.06
14011298763,F,2.0,False,Admis,MGI,2016.0,12/8008597,2012.0,S,A.Bien,12.79
14011298764,M,2.0,False,Admis,MGI,2016.0,12/8009434,2012.0,S,Passable,10.38
14011298765,M,2.0,False,Admis,MGI,2016.0,12/8008917,2012.0,S,Passable,11.99
14011298787,M,2.0,False,Ajourne,MGI,2016.0,12/8008485,2012.0,S,A.Bien,12.34
14011197808,F,2.0,False,Admis,MGI,2016.0,11/8008434,2011.0,S,A.Bien,12.69
14011298955,M,2.0,False,Admis,MGI,2016.0,12/8009334,2012.0,S,Bien,15.05
14011298962,M,2.0,False,Admis,MGI,2016.0,11/2776,2011.0,M,Bien,14.06
14011298964,F,2.0,False,Admis,MGI,2016.0,11/1389,2011.0,M,Bien,14.59
14011298977,F,2.0,False,Admis,MGI,2016.0,12/8010558,2012.0,M,Passable,11.27
14011298979,F,2.0,False,Admis,MGI,2016.0,12/7035781,2012.0,S,A.Bien,13.75
14011299010,F,2.0,False,Admis,MGI,2016.0,12/8015713,2012.0,S,Bien,14.75
14011299024,F,2.0,False,Ajourne,MGI,2016.0,12/8011194,2012.0,S,A.Bien,12.68
14011299032,F,2.0,False,Admis,MGI,2016.0,12/8014982,2012.0,S,Passable,11.72
14011299038,F,2.0,False,Admis,MGI,2016.0,12/8009011,2012.0,S,A.Bien,13.87
14011299110,M,2.0,False,Admis,MGI,2016.0,11/8013539,2011.0,TM,Bien,14.39
14011299116,M,2.0,False,Admis,MGI,2016.0,12/8008391,2012.0,S,A.Bien,13.49
14011299118,F,2.0,False,Admis,MGI,2016.0,11/8007827,2011.0,S,Bien,14.71
14011299122,F,2.0,False,Admis,MGI,2016.0,11/8013312,2011.0,S,Bien,14.77
14011299136,M,2.0,False,Admis,MGI,2016.0,12/8008841,2012.0,S,A.Bien,13.57
14011299174,M,2.0,False,Admis,MGI,2016.0,11/8011125,2011.0,S,A.Bien,13.15
14011299180,M,2.0,False,Admis,MGI,2016.0,11/26810,2011.0,S,Passable,10.0
14011198397,F,2.0,False,Admis,MGI,2016.0,11/8009695,2011.0,TM,Passable,10.99
14011198521,F,2.0,False,Ajourne,MGI,2016.0,11/8051463,2011.0,TM,Passable,11.55
14011197960,F,2.0,False,Admis,MGI,2016.0,11/8013322,2011.0,S,A.Bien,12.98
14011197993,F,2.0,False,Admis,MGI,2016.0,11/8007791,2011.0,S,A.Bien,12.38
14011198113,F,2.0,False,Ajourne,MGI,2016.0,11/8008198,2011.0,S,A.Bien,12.05
14011599307,F,2.0,False,Admis,MGI,2016.0,11/8008484,2011.0,S,Passable,11.58
14011198180,M,2.0,False,Admis,MGI,2016.0,11/8008126,2011.0,S,Passable,11.85
14011198183,M,2.0,False,Admis,MGI,2016.0,11/8011730,2011.0,S,Passable,11.79
14011198194,M,2.0,False,Ajourne,MGI,2016.0,11/8013216,2011.0,S,A.Bien,13.08
